"token_id","from_address","to_address","name","image","description","zone","size","type","poi","xlsx_size"
"5090470","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3a702a177Ee86D34e2C358f5243B490E94DC2323","Underworld 1","UW1_470.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW1","Small","Estate","Underwater View","52969.8"
"5100124","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3a702a177Ee86D34e2C358f5243B490E94DC2323","Underworld 2","UW2_124.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW2","Small","Estate","Underworld Elevator","33616.1"
"5110043","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3a702a177Ee86D34e2C358f5243B490E94DC2323","Underworld 3","UW3_43.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW3","Small","Estate","","221812"
"5010029","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3Bcfc2a93B416E4F3483dAbf8f3AF935a87BbaC5","Founderland","CGI_29.jpg","Founderland is a secure and sophisticated place to network, hold meetings and relax. On the tranquil CG-shaped island, owners can connect with other movers and shakers in the industry. ","CGI","Small","Estate","Beach","21795.3"
"1071739","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3Bcfc2a93B416E4F3483dAbf8f3AF935a87BbaC5","The Hub","HUB_1739.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Epic","Estate","","2608090"
"5031185","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3c2Aa5167342B42C82d45E38Ed94D5093243bC26","Entertainment","ENT_1185.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Little Vegas","196112"
"5080015","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3CC9361bd95276dcE1fc6b0EB0C29e4eA1EceA78","Kolland","KOL_15.jpg","Kolland is an exclusive media-centric zone which is adjacent to Founderland. This island will be split into two notable areas: the first, a city zone full of sophisticated high tech where the discerning influencers can network, research, endorse and, of course, communicate with their communities. The second area surrounding the glamorous city hub is the luxurious residential area known as Kolland Drive. Here, Key Opinion Leaders and their guests will be able to relax in chic sci-fi surroundings.","KOL","Small","Estate","Beach","21790.2"
"5071255","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3DA7412381BCb4D64E77B8E81978dbFDaf24FB5E","The Hub","HUB_1255.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","232370"
"5031235","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3dB212bF9A88e376149ffaF828cd286a7369402D","Entertainment","ENT_1235.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Little Vegas","216550"
"5040134","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3De4b9905594c408CfA8CbbD725F48aAA8c23c51","High Culture 1","HS1_134.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS1","Small","Estate","Sky view","107555"
"5071123","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3E0943a372F6849CD54CD5bf0C1Fe899FD0Abe43","The Hub","HUB_1123.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","179878"
"2071683","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3e508978d69A51395C6454059cF0054c8D333bad","The Hub","HUB_1683.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Giant","Estate","","783113"
"5000340","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3eCDE5d2349bB5F84f55F0DD6a38179191b0B675","Business","BUS_340.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Business Quarter","117801"
"5071234","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x40835d178490A7CcE8110608c48C0De83608Ffa4","The Hub","HUB_1234.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","222724"
"5060158","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x41320D3D256e4b9fc59aa6689a67C91C333851F7","High Culture 3","HS3_158.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Small","Estate","Sky view","66066.6"
"5000119","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x86236ee53a4b84Ddd858E442Dd2ce7012aC57300","Business","BUS_119.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake","36580"
"5000156","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4316F51B1106f115D4b89bC1Eac486891a9DEF85","Business","BUS_156.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake","51000.1"
"5100959","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4316F51B1106f115D4b89bC1Eac486891a9DEF85","Underworld 2","UW2_959.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW2","Small","Estate","Underwater View","228567"
"5071314","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x43BC7BD7F048Be32221f96ba99556421a077Db10","The Hub","HUB_1314.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","254135"
"5000702","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x43C87Db88Bb9ef1c3603b7dD7e90593bA91b43ff","Business","BUS_702.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","256641"
"5031296","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x44Ff92199fe1c03f0555abE473d2556CCc196F73","Entertainment","ENT_1296.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Entertainment Dome","245428"
"5031314","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x46957ddb724DA08A47dDe1e455c6e437d2A749f8","Entertainment","ENT_1314.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","","255607"
"5040104","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x476d61B2De8Fe83545f86c9C30B05C1400F62263","High Culture 1","HS1_104.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS1","Small","Estate","Sky view","86132.8"
"5000444","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x47882D1d61474461B6C789ab38ef604af7ff549f","Business","BUS_444.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","152478"
"5020197","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x47882D1d61474461B6C789ab38ef604af7ff549f","Education","EDU_197.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","University District","145535"
"1071733","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x47882D1d61474461B6C789ab38ef604af7ff549f","The Hub","HUB_1733.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Epic","Estate","Airport","1847260"
"5060193","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x490d984683A0fD14b6e2fE49B43676509C616EcF","High Culture 3","HS3_193.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Small","Estate","Sky view","81947.7"
"4060447","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x490d984683A0fD14b6e2fE49B43676509C616EcF","High Culture 3","HS3_447.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Medium","Estate","Sky view","387222"
"5100962","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x49ef04A636B18E14AD5b0607C833a05D04BA7cEC","Underworld 2","UW2_962.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW2","Small","Estate","","230988"
"5031281","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4a79a5c019cDE85c243f0B00d838b547C114570b","Entertainment","ENT_1281.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Volcano, Little Vegas","238758"
"5000546","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4c03a6ACD61438eE812Cb9CeAF734Ca1C224ef36","Business","BUS_546.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","189906"
"5080016","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4c7366284d6A7474206DC4B40CeDa5f58d62cCE8","Kolland","KOL_16.jpg","Kolland is an exclusive media-centric zone which is adjacent to Founderland. This island will be split into two notable areas: the first, a city zone full of sophisticated high tech where the discerning influencers can network, research, endorse and, of course, communicate with their communities. The second area surrounding the glamorous city hub is the luxurious residential area known as Kolland Drive. Here, Key Opinion Leaders and their guests will be able to relax in chic sci-fi surroundings.","KOL","Small","Estate","Beach","21791.2"
"5071210","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x4F1bfeD392a6d7D4A4FBc38c62F556e3e2518FEA","The Hub","HUB_1210.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","214952"
"5031118","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x52C1493b12758F06d069011dB972E52a6440997E","Entertainment","ENT_1118.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Entertainment Dome","172508"
"5070658","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x52C1493b12758F06d069011dB972E52a6440997E","The Hub","HUB_658.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","76635.5"
"5071105","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5478E1CF9f8bc1159533069a7BAFD5C5ACEBDE0D","The Hub","HUB_1105.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","175074"
"5070879","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x557f71eDfa8BC89BF9729b03b405e8f02c0AaD3E","The Hub","HUB_879.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Central Business District","117246"
"5070921","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x562493c1943bbfEdc3A941E15F50688C5387Ab7F","The Hub","HUB_921.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","128065"
"5010074","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0xAbb590532A0FA89F0DAB20f3C121712957A7976D","Founderland","CGI_74.jpg","Founderland is a secure and sophisticated place to network, hold meetings and relax. On the tranquil CG-shaped island, owners can connect with other movers and shakers in the industry. ","CGI","Small","Estate","Beach","41233.9"
"5070967","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5635c3ceF54A93c63E2fD19eB72a4597ba0a7B94","The Hub","HUB_967.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","138459"
"1031490","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x577B1abe38De35E41243EE14910dFfda313f6c11","Entertainment","ENT_1490.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Epic","Estate","","1235250"
"5070898","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x589F53195F16e50d98b66b391C9B2226Ea31D6e1","The Hub","HUB_898.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","122289"
"5070740","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5A9a8F98533f5403317492b4F0853376d40108Ae","The Hub","HUB_740.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","91729.8"
"5071283","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5A9a8F98533f5403317492b4F0853376d40108Ae","The Hub","HUB_1283.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","240521"
"5030748","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5B191F5A2b4A867c4eD71858dacCc51FC59c69c0","Entertainment","ENT_748.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Volcanic Beach","83817.2"
"5070874","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5c9dC8c31777803D017aE5F5322327C0a1695558","The Hub","HUB_874.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","116179"
"5031244","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x5f92145C5d17EaB313033F31F3e035474eD12b5c","Entertainment","ENT_1244.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Little Vegas, Volcanic Beach","219937"
"5071071","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x619B29f2CCD92391EF3Fc5E6d306c289c9E7C11a","The Hub","HUB_1071.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Lake","164719"
"5070970","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x622F08827E537444605f2801e2C86c3C94483ceE","The Hub","HUB_970.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","139028"
"5071233","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x638B0fA9b0366Aa1Cbb2D27522fB094aF5Ff0b0b","The Hub","HUB_1233.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","222663"
"5031187","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x6396CdDB5014BDE1EB043be6cf24306046d083bc","Entertainment","ENT_1187.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","PvP Dome","196510"
"5071141","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x63c5c63E7C1509dbB8Edb15D2b61E257b9c253BE","The Hub","HUB_1141.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Lake","187129"
"5000253","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x645167f74d20710A790f1cE5bcCE2f8c8B1d08e5","Business","BUS_253.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Beach","88692.7"
"5000530","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x68bEeb17c063f73f8311dF95FF83701E8d9133bD","Business","BUS_530.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","185217"
"3001062","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x6ded9CA46d8F21c1C67911b7dC033f9d385af28e","Business","BUS_1062.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Large","Estate","","600406"
"5071151","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x705E290F51A6614BE78D4d321B582309fd930E97","The Hub","HUB_1151.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","190410"
"5110027","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x705E290F51A6614BE78D4d321B582309fd930E97","Underworld 3","UW3_27.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW3","Small","Estate","Underwater View","177246"
"1071743","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x70bE2bFE60d875FAAd5922F2379aF1a0AFC8e754","The Hub","HUB_1743.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Epic","Estate","","3570880"
"5000096","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x71668AA9187706655339a29685ed4aDe15619c62","Business","BUS_96.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake District","28761.3"
"5000562","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x74102BC480A41681e66add3Ec9378ae6F3A79652","Business","BUS_562.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake District","195372"
"5071178","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x7961683162fBAE3D13dD72f6ef112eeE52ed0C98","The Hub","HUB_1178.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","201459"
"5070814","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x7A7048Ec72D95460b4b71561403B6AfC04448C4d","The Hub","HUB_814.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Lake, Central Business District","104978"
"5071307","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x7Be771E0439B5a24345D9a6f6035ce7f33a0ED46","The Hub","HUB_1307.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","250659"
"5040103","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x7d1D9c9AFCCBe39E1c4b741AEeA4dD2f1cdd9f2f","High Culture 1","HS1_103.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS1","Small","Estate","Sky view","85945.4"
